=============new================
0.5, 13, 12, 7, 9, 0, 16, 6, 6, 7, 8
0.6, 12, 6, 3, 4, 4, 0, 5, 8, 7, 7
0.7, 7, 4, 2, 3, 4, 5, 0, 0, 0, 0
0.8, 5, 2, 1, 4, 4, 2, 0, 0, 0, 0
0.9, 4, 0, 1, 1, 3, 3, 0, 0, 0, 0
1.0, 7, 0, 1, 1, 2, 3, 0, 0, 0, 0
=============new================
,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
0.1, 0, 6, 5, 2, 7, 8, 9, 5, 6, 3
0.2, 14, 0, 10, 11, 8, 14, 14, 8, 10, 10
0.3, 15, 10, 0, 7, 13, 17, 18, 9, 9, 9
0.4, 18, 9, 13, 0, 11, 16, 16, 6, 9, 9
0.5, 13, 12, 7, 9, 0, 16, 12, 6, 7, 8
0.6, 12, 6, 3, 4, 4, 0, 11, 8, 7, 7
0.7, 11, 6, 2, 4, 8, 9, 0, 8, 5, 7
0.8, 5, 2, 1, 4, 4, 2, 2, 0, 0, 0
0.9, 4, 0, 1, 1, 3, 3, 5, 0, 0, 0
1.0, 7, 0, 1, 1, 2, 3, 3, 0, 0, 0
=============new================
,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
0.1, 0, 6, 5, 2, 7, 8, 9, 10, 6, 3
0.2, 14, 0, 10, 11, 8, 14, 14, 15, 10, 10
0.3, 15, 10, 0, 7, 13, 17, 18, 17, 9, 9
0.4, 18, 9, 13, 0, 11, 16, 16, 15, 9, 9
0.5, 13, 12, 7, 9, 0, 16, 12, 13, 7, 8
0.6, 12, 6, 3, 4, 4, 0, 11, 13, 7, 7
0.7, 11, 6, 2, 4, 8, 9, 0, 12, 5, 7
0.8, 10, 5, 3, 5, 7, 7, 8, 0, 6, 9
0.9, 4, 0, 1, 1, 3, 3, 5, 4, 0, 0
1.0, 7, 0, 1, 1, 2, 3, 3, 1, 0, 0
=============new================
,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
0.1, 0, 6, 5, 2, 7, 8, 9, 10, 12, 3
0.2, 14, 0, 10, 11, 8, 14, 14, 15, 17, 10
0.3, 15, 10, 0, 7, 13, 17, 18, 17, 17, 9
0.4, 18, 9, 13, 0, 11, 16, 16, 15, 17, 9
0.5, 13, 12, 7, 9, 0, 16, 12, 13, 12, 8
0.6, 12, 6, 3, 4, 4, 0, 11, 13, 10, 7
0.7, 11, 6, 2, 4, 8, 9, 0, 12, 12, 7
0.8, 10, 5, 3, 5, 7, 7, 8, 0, 9, 9
0.9, 8, 3, 3, 3, 8, 10, 8, 11, 0, 5
1.0, 7, 0, 1, 1, 2, 3, 3, 1, 5, 0
=============new================
,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
0.1, 0, 6, 5, 2, 7, 8, 9, 10, 12, 10
0.2, 14, 0, 10, 11, 8, 14, 14, 15, 17, 17
0.3, 15, 10, 0, 7, 13, 17, 18, 17, 17, 19
0.4, 18, 9, 13, 0, 11, 16, 16, 15, 17, 19
0.5, 13, 12, 7, 9, 0, 16, 12, 13, 12, 17
0.6, 12, 6, 3, 4, 4, 0, 11, 13, 10, 15
0.7, 11, 6, 2, 4, 8, 9, 0, 12, 12, 16
0.8, 10, 5, 3, 5, 7, 7, 8, 0, 9, 14
0.9, 8, 3, 3, 3, 8, 10, 8, 11, 0, 10
1.0, 10, 3, 1, 1, 3, 5, 4, 6, 10, 0
